rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
21,47 UMa,b,47 UMa b,Radial Velocity,0,3,1078,2.1,0.032,,2.53,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,13.8,5.05,V (Johnson),4.831,5892,1.03,1.23,5/14/14,0,1,0,0,0,0,1.52E+02,2451917,334,48.4,,,,2.53,,804.08,804.08,,,,,,,,,,,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,1996,<a refstr=BUTLER___MARCY_1996 href=https://ui.adsabs.harvard.edu/abs/1996ApJ...464L.153B/abstract target=ref> Butler & Marcy 1996 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,62,42,http://exoplanet.eu/catalog/47_uma_b/,http://exoplanets.org/detail/47_UMa_b,1996-06,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,72.45,72.45,-317.6,55,322.4,-317.6,55,322.4,11.1,4,G0 V,4.27,,,0,[Fe/H],7.3,2.9,0.154,-5.02,,,10,0,1,9,0,4,3,5.79,5.05,5.66,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,,,,,3.57E+00,3.47E+00,,3.13E+00,3.26E+00,1.18E+00,-9.16E-01,28,0.13,0.61,,,0.224,-0.014,0.21,0.392,0.199,0.355,11
22,47 UMa,c,47 UMa c,Radial Velocity,0,3,2391,3.6,0.098,,0.54,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,13.8,5.05,V (Johnson),4.831,5892,1.03,1.23,5/14/14,0,1,0,0,0,0,2.61E+02,2452441,295,8,,,,0.54,,171.621,171.621,,,,,,,,,,,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,2001,<a refstr=FISCHER_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...564.1028F/abstract target=ref> Fischer et al. 2002 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,48,42,http://exoplanet.eu/catalog/47_uma_c/,http://exoplanets.org/detail/47_UMa_c,2002-01,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,72.45,72.45,-317.6,55,322.4,-317.6,55,322.4,11.1,4,G0 V,4.27,,,0,[Fe/H],7.3,2.9,0.154,-5.02,,,10,0,1,9,0,4,3,5.79,5.05,5.66,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,,,,,3.57E+00,3.47E+00,,3.13E+00,3.26E+00,1.18E+00,-9.16E-01,28,0.13,0.61,,,0.224,-0.014,0.21,0.392,0.199,0.355,11
23,47 UMa,d,47 UMa d,Radial Velocity,0,3,14002,11.6,0.16,,1.64,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,13.8,5.05,V (Johnson),4.831,5892,1.03,1.23,5/14/14,0,1,0,0,0,0,8.40E+02,2451736,110,13.8,,,,1.64,,521.22,521.22,,,,,,,,,,,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,2009,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,41,42,http://exoplanet.eu/catalog/47_uma_d/,,2010-04,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,72.45,72.45,-317.6,55,322.4,-317.6,55,322.4,11.1,4,G0 V,4.27,,,0,[Fe/H],7.3,2.9,0.154,-5.02,,,10,0,1,9,0,4,3,5.79,5.05,5.66,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,,,,,3.57E+00,3.47E+00,,3.13E+00,3.26E+00,1.18E+00,-9.16E-01,28,0.13,0.61,,,0.224,-0.014,0.21,0.392,0.199,0.355,11
24,51 Eri,b,51 Eri b,Imaging,0,1,11688,12,0.45,133,,,,,0,0,0,1,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,29.4,29.78,5.23,V (Johnson),5.122,,1.75,,7/11/19,0,0,1,1,0,0,4.08E+02,2455563,87,,,,,,,,,,,,,,JD,,,,,<a refstr=MAIRE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,2015,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,3,0,26,25,http://exoplanet.eu/catalog/51_eri_b/,,2015-08,HD 29391,HIP 21547,4.62670339,198.61262,-30.657612,67.313442,-24.305028,,33.58,44.4,-63.8,77.7,44.4,-63.8,77.7,17.3,3,F0 IV,,0.85,,-0.027,[M/H],0.02,71.8,,,30.12,,1,0,1,0,0,3,0,5.55,5.23,5.51,5.38,4.889,4.744,4.77,4.537,4.543,4.31,4.575,4.39,,,,,4.49E+00,3.82E+00,,4.24E+00,3.58E+00,1.18E+00,-9.16E-01,31,0.04,0.28,0.326,0.165,-0.026,0.233,0.207,,,,10
25,51 Peg,b,51 Peg b,Radial Velocity,0,1,4.230785,0.0527,0.013,,0.472,Msini,,,0,0,0,0,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.47,15.47,5.5,V (Johnson),5.256,5793,1.12,1.2,5/14/14,0,1,0,0,0,0,3.41E+00,2450001.51,58,55.94,,,,0.472,,150.009,150.009,,,,,,,,,,,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,1995,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3,0,62,44,http://exoplanet.eu/catalog/51_peg_b/,http://exoplanets.org/detail/51_Peg_b,1995-11,HD 217014,HIP 113357,22.95777181,90.062611,-34.727214,354.284094,25.186477,64.65,64.65,207.4,62.1,216.5,207.4,62.1,216.5,-33.25,4.25,G2.5 IV,4.33,,,0.2,[Fe/H],4,2,0.148,-5.08,,,6,0,1,5,0,4,4,6.37,5.5,6.17,,,4.655,4.234,3.911,3.909,3.624,3.929,3.904,,,,,3.95E+00,3.65E+00,,3.55E+00,3.41E+00,1.18E+00,-9.16E-01,24,0.2,0.67,,,0.421,0.323,0.744,0.42,0.234,0.374,20
26,55 Cnc,b,55 Cnc b,Radial Velocity,0,5,14.65152,0.115227,0.0034,90,0.8306,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,12.59,5.96,V (Johnson),5.714,5196,0.91,0.94,10/29/14,0,1,0,0,0,0,9.15E+00,,98,71.4,,,0.8306,,263.9785,,263.9785,,,,,,,,,,,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,1996,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,116,51,http://exoplanet.eu/catalog/55_cnc_b/,http://exoplanets.org/detail/55_Cnc_b,1997-01,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,-485.9,-233.7,539.1,-485.9,-233.7,539.1,27.41,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,30,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
27,55 Cnc,c,55 Cnc c,Radial Velocity,0,5,44.4175,0.241376,0.02,90,0.1714,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,12.59,5.96,V (Johnson),5.714,5196,0.91,0.94,10/29/14,0,1,0,0,0,0,1.92E+01,,51,10.18,,,0.1714,,54.4738,,54.4738,,,,,,,,,,,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,2004,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,91,51,http://exoplanet.eu/catalog/55_cnc_c/,http://exoplanets.org/detail/55_Cnc_c,2004-10,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,-485.9,-233.7,539.1,-485.9,-233.7,539.1,27.41,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,30,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
28,55 Cnc,d,55 Cnc d,Radial Velocity,0,5,4825,5.503,0.019,90,3.878,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,12.59,5.96,V (Johnson),5.714,5196,0.91,0.94,10/29/14,0,1,0,0,0,0,4.37E+02,,44,48.29,,,3.878,,1232.493,,1232.493,,,,,,,,,,,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,2002,<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,105,51,http://exoplanet.eu/catalog/55_cnc_d/,http://exoplanets.org/detail/55_Cnc_d,2002-12,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,-485.9,-233.7,539.1,-485.9,-233.7,539.1,27.41,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,30,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
29,55 Cnc,e,55 Cnc e,Radial Velocity,0,5,0.736539,0.01544,,83.3,0.02542,Mass,0.17,6.4,0,0,0,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,12.59,5.96,V (Johnson),5.714,5196,0.91,0.94,1/31/19,1,1,0,0,0,0,1.23E+00,,,,,,0.02542,,8.08,,8.08,1.91,0.018,,,2455733.013,BJD-TDB,0.41,0.0154,,0.0187,<a refstr=DEMORY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.532..207D/abstract target=ref>Demory et al. 2016</a>,2004,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,148,56,http://exoplanet.eu/catalog/55_cnc_e/,http://exoplanets.org/detail/55_Cnc_e,2004-10,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,-485.9,-233.7,539.1,-485.9,-233.7,539.1,27.41,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,30,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
30,55 Cnc,f,55 Cnc f,Radial Velocity,0,5,262,0.788,0.305,90,0.141,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,12.59,5.96,V (Johnson),5.714,5196,0.91,0.94,10/29/14,0,1,0,0,0,0,6.26E+01,,166,4.87,,,0.141,,44.812,,44.812,,,,,,,,,,,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,2007,<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,84,51,http://exoplanet.eu/catalog/55_cnc_f/,http://exoplanets.org/detail/55_Cnc_f,2008-03,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,-485.9,-233.7,539.1,-485.9,-233.7,539.1,27.41,4.8,G8 V,4.45,-0.235,,0.31,[Fe/H],10.2,2.5,0.165,-5.04,27.74,,10,0,1,9,0,5,11,,5.96,6.83,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.05E+00,3.92E+00,,3.65E+00,2.89E+00,1.18E+00,-9.16E-01,30,,0.87,,,0.503,0.25,0.753,0.536,0.357,0.415,11
31,6 Lyn,b,6 Lyn b,Radial Velocity,0,1,934.3,2.11,0.073,,2.01,Msini,,,0,0,0,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,54.74,54.74,5.86,V (Johnson),5.588,4938,1.44,5.2,12/6/18,0,1,0,0,0,0,3.85E+01,2455384,130,32.8,,,,2.01,,638.8383,638.8383,,,,,,JD,,,,,<a refstr=LUHN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181103043L/abstract target=ref>Luhn et al. 2018</a>,2008,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,47,24,http://exoplanet.eu/catalog/6_lyn_b/,http://exoplanets.org/detail/6_Lyn_b,2008-12,HD 45410,HIP 31039,6.51308543,156.971465,20.189874,94.938691,34.855212,18.27,18.27,-30.4,-338.7,340,-30.4,-338.7,340,39.7,5,K0 III-IV,3.19,,,,,,1.32,0.127,,,,2,0,1,1,0,3,0,7.48,5.86,6.82,,,4.272,3.825,3.701,3.662,2.916,3.689,3.589,,,,,,,,3.17E+00,3.15E+00,1.18E+00,-9.16E-01,22,0.66,0.94,,,0.447,0.124,0.571,0.574,0.332,0.411,10
32,61 Vir,b,61 Vir b,Radial Velocity,0,3,4.215,0.050201,0.12,,0.016,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,8.51,4.74,V (Johnson),4.477,5577,0.94,0.96,5/14/14,0,1,0,0,0,0,5.90E+00,,105,2.12,,,,0.016,,5.1,5.1,,,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,2009,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,42,46,http://exoplanet.eu/catalog/61_vir_b/,http://exoplanets.org/detail/61_Vir_b,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.57,117.57,-1070.8,-1063,1508.8,-1070.8,-1063,1508.8,-8.2,4.5,G5 V,4.34,-0.095,,-0.01,[Fe/H],8.96,1.9,0.156,-5.04,26.87,,7,0,1,6,0,4,9,5.71,4.74,5.45,4.33,3.97,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.01E+00,1.50E+00,,2.60E+00,2.65E+00,1.18E+00,-1.12E+00,36,0.26,0.71,0.755,0.395,0.36,0.018,0.378,0.433,0.252,0.332,21
33,61 Vir,c,61 Vir c,Radial Velocity,0,3,38.021,0.2175,0.14,,0.057,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,8.51,4.74,V (Johnson),4.477,5577,0.94,0.96,5/14/14,0,1,0,0,0,0,2.56E+01,,341,3.62,,,,0.057,,18.2,18.2,,,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,2009,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,42,46,http://exoplanet.eu/catalog/61_vir_c/,http://exoplanets.org/detail/61_Vir_c,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.57,117.57,-1070.8,-1063,1508.8,-1070.8,-1063,1508.8,-8.2,4.5,G5 V,4.34,-0.095,,-0.01,[Fe/H],8.96,1.9,0.156,-5.04,26.87,,7,0,1,6,0,4,9,5.71,4.74,5.45,4.33,3.97,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.01E+00,1.50E+00,,2.60E+00,2.65E+00,1.18E+00,-1.12E+00,36,0.26,0.71,0.755,0.395,0.36,0.018,0.378,0.433,0.252,0.332,21
34,61 Vir,d,61 Vir d,Radial Velocity,0,3,123.01,0.476,0.35,,0.072,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,8.51,4.74,V (Johnson),4.477,5577,0.94,0.96,5/14/14,0,1,0,0,0,0,5.60E+01,,314,3.25,,,,0.072,,22.9,22.9,,,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,2009,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,42,46,http://exoplanet.eu/catalog/61_vir_d/,http://exoplanets.org/detail/61_Vir_d,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.0072,-9.297809,117.57,117.57,-1070.8,-1063,1508.8,-1070.8,-1063,1508.8,-8.2,4.5,G5 V,4.34,-0.095,,-0.01,[Fe/H],8.96,1.9,0.156,-5.04,26.87,,7,0,1,6,0,4,9,5.71,4.74,5.45,4.33,3.97,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.01E+00,1.50E+00,,2.60E+00,2.65E+00,1.18E+00,-1.12E+00,36,0.26,0.71,0.755,0.395,0.36,0.018,0.378,0.433,0.252,0.332,21
35,7 CMa,b,7 CMa b,Radial Velocity,0,2,735.1,1.758,0.06,90,1.85,Msin(i)/sin(i),,,0,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.82,19.82,3.92,V (Johnson),3.578,4826,1.34,4.87,10/24/19,0,1,0,0,0,0,8.87E+01,,165.3,34.3,,,,1.85,,587.9855,587.9855,,,,,,,,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191005853L/abstract target=ref>Luque et al. 2019</a>,2011,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,3,0,46,28,http://exoplanet.eu/catalog/7_cma_b/,http://exoplanets.org/detail/7_CMa_b,2011-12,HD 47205,HIP 31592,6.61139933,228.688399,-11.796021,101.741914,-42.322075,50.46,50.46,62,-72.8,95.6,62,-72.8,95.6,,5.1,K1 III,3.19,1.063,,0.21,[Fe/H],4.3,1.15,,,,,2,0,1,1,0,4,0,5.97,3.92,4.97,3.41,2.935,2.173,1.679,1.564,-0.682,-0.525,1.653,1.541,,,,,,,,1.17E+00,1.17E+00,1.23E+00,-9.16E-01,32,1,1.05,1.025,0.55,0.494,0.115,0.609,,,,15
36,7 CMa,c,7 CMa c,Radial Velocity,0,2,996,2.153,0.08,90,0.87,Msin(i)/sin(i),,,0,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.82,19.82,3.92,V (Johnson),3.578,4826,1.34,4.87,10/24/19,0,1,0,0,0,0,1.09E+02,,233.5,14.9,,,,0.87,,276.5121,276.5121,,,,,,,,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191005853L/abstract target=ref>Luque et al. 2019</a>,2019,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191005853L/abstract target=ref>Luque et al. 2019</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,32,27,http://exoplanet.eu/catalog/7_cma_c/,,2019-10,HD 47205,HIP 31592,6.61139933,228.688399,-11.796021,101.741914,-42.322075,50.46,50.46,62,-72.8,95.6,62,-72.8,95.6,,5.1,K1 III,3.19,1.063,,0.21,[Fe/H],4.3,1.15,,,,,2,0,1,1,0,4,0,5.97,3.92,4.97,3.41,2.935,2.173,1.679,1.564,-0.682,-0.525,1.653,1.541,,,,,,,,1.17E+00,1.17E+00,1.23E+00,-9.16E-01,32,1,1.05,1.025,0.55,0.494,0.115,0.609,,,,15
37,70 Vir,b,70 Vir b,Radial Velocity,0,1,116.688,0.481,0.3988,,7.416,Msini,,,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,17.91,4.97,V (Johnson),4.709,5495,1.09,1.89,12/6/18,0,1,0,0,0,0,2.69E+01,2455291.721,359.83,316.2,,,,7.416,,2357.02728,2357.02728,,,,,,JD,,,,,<a refstr=LUHN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181103043L/abstract target=ref>Luhn et al. 2018</a>,1996,<a refstr=MARCY___BUTLER_1996 href=https://ui.adsabs.harvard.edu/abs/1996ApJ...464L.147M/abstract target=ref> Marcy & Butler 1996 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,75,41,http://exoplanet.eu/catalog/70_vir_b/,http://exoplanets.org/detail/70_Vir_b,1996-06,HD 117176,HIP 65721,13.47383626,337.665279,74.100664,194.970818,21.340775,55.83,55.83,-235.6,-576.3,622.6,-235.6,-576.3,622.6,4.6,4.4,G4 V,3.95,,,,,,1.56,0.165,-4.99,,,6,0,1,5,0,4,2,5.95,4.97,5.69,,,3.798,3.457,3.5,2.49,2.951,3.257,3.186,,,,,3.21E+00,2.58E+00,,2.73E+00,2.76E+00,1.18E+00,-9.16E-01,29,0.26,0.71,,,0.341,-0.043,0.298,0.443,0.235,0.359,14
38,75 Cet,b,75 Cet b,Radial Velocity,0,1,691.9,2.1,0.117,,3,Msini,,,0,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,83.15,83.15,5.35,V (Johnson),5.055,4846,2.49,10.5,9/3/15,0,1,0,0,0,0,2.53E+01,2452213,165,38.3,,,,3,,953.49,953.49,,,,,,JD,,,,,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2012,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,20,17,http://exoplanet.eu/catalog/75_cet_b/,http://exoplanets.org/detail/75_Cet_b,2012-12,HD 15779,HIP 11791,2.53595022,169.944194,-54.44159,35.325385,-15.1675,12.03,12.03,-23.6,-30.5,38.6,-23.6,-30.5,38.6,-6.21,4.3,G3 III,2.63,1.73,,0,[Fe/H],,1.77,,,,,2,0,1,1,0,3,0,7.21,5.35,6.37,,,3.931,3.318,3.207,2.101,2.791,3.038,2.988,,,,,,,,2.62E+00,2.55E+00,1.18E+00,-9.16E-01,20,0.84,1.02,,,0.613,0.111,0.724,,,,7
